Date,SOYBEANS,CORN,SOYBEAN OIL,SOYBEAN MEAL,WHEAT,SUGAR,COFFEE,HRW WHEAT,COTTON
29/1/20,893.0,384.25,31.52,296.1,562.25,14.49,102.05,472.0,70.06
30/1/20,876.25,379.5,30.63,291.5,560.5,14.59,101.5,471.0,69.05
31/1/20,872.5,381.25,29.94,291.0,553.75,14.61,102.65,465.5,67.5
3/2/20,877.0,378.75,30.29,289.8,555.5,14.89,97.9,466.75,66.84
4/2/20,879.5,382.25,30.73,288.5,557.25,14.71,98.15,467.25,67.35
5/2/20,880.0,380.75,31.32,287.4,562.0,14.73,97.75,473.75,67.51
6/2/20,881.0,379.25,31.24,288.2,556.25,14.74,98.15,467.75,67.91
7/2/20,882.0,383.5,30.97,289.3,558.75,14.92,98.35,472.5,67.75
10/2/20,884.25,381.75,30.62,291.4,552.0,15.04,100.3,472.5,68.19
11/2/20,884.75,379.75,30.72,290.8,542.0,15.41,100.5,468.25,68.23
12/2/20,892.5,383.0,31.03,291.7,547.5,15.78,100.65,471.0,68.58
13/2/20,896.25,379.5,30.72,291.9,544.25,15.16,104.45,466.0,67.75
14/2/20,893.75,377.75,30.57,291.1,542.75,15.06,109.1,465.5,67.41
17/2/20,893.75,377.75,30.57,291.1,542.75,15.06,109.1,465.5,67.41
18/2/20,892.25,383.0,30.48,292.2,566.75,15.28,106.55,485.75,67.87
19/2/20,897.25,380.5,30.34,293.0,565.25,15.58,106.8,479.75,68.48
20/2/20,892.75,378.5,30.12,292.9,560.0,15.4,103.6,473.75,68.75
21/2/20,890.5,377.0,30.64,289.2,551.0,15.59,108.85,468.5,68.93
24/2/20,874.25,372.25,29.49,286.1,536.25,15.27,105.9,452.25,67.53
25/2/20,879.0,372.5,29.23,286.5,539.0,15.15,107.1,455.0,66.33
26/2/20,881.0,370.5,29.07,291.3,540.25,14.79,109.1,452.25,65.55
27/2/20,886.25,364.5,28.83,296.9,529.25,14.39,108.2,443.25,62.6
28/2/20,883.5,366.5,28.31,298.6,529.0,14.46,110.1,445.5,61.59
2/3/20,890.5,374.75,28.57,302.2,526.25,13.81,114.65,451.0,63.48
3/3/20,893.0,381.75,28.84,303.8,528.75,13.76,121.05,452.0,62.75
4/3/20,898.75,387.0,29.44,305.2,521.5,13.47,117.15,446.25,62.96
5/3/20,889.0,384.5,29.1,300.4,524.25,13.42,109.85,439.25,63.53
6/3/20,883.25,377.25,28.48,301.3,521.25,13.02,105.6,439.25,62.97
9/3/20,863.5,374.25,27.31,296.6,522.25,12.61,108.95,436.5,61.39
10/3/20,873.0,380.0,27.44,295.9,526.75,12.59,114.25,443.25,61.41
11/3/20,867.75,379.25,27.3,295.9,517.25,12.26,111.55,434.0,61.55
12/3/20,855.0,369.75,26.15,298.6,508.25,11.62,109.15,431.25,59.7
13/3/20,846.75,370.75,26.11,295.9,514.75,11.7,107.05,431.25,60.49
16/3/20,821.75,354.75,24.99,296.3,498.0,11.09,103.9,423.75,58.8
17/3/20,824.25,344.0,25.24,298.3,499.25,10.89,102.9,432.25,57.92
18/3/20,825.5,335.25,25.04,304.0,508.25,10.67,108.05,446.5,56.64
19/3/20,843.25,345.5,25.48,314.8,535.0,10.59,116.65,465.5,54.93
20/3/20,862.5,343.75,25.64,325.2,539.25,10.91,119.7,469.0,53.68
23/3/20,884.0,343.5,26.14,333.6,562.5,11.04,121.25,489.5,52.15
24/3/20,886.75,347.25,26.55,332.1,561.5,11.27,125.6,490.75,52.89
25/3/20,881.5,348.5,26.64,321.7,580.0,11.41,129.95,501.0,53.44
26/3/20,880.25,348.75,26.5,322.9,569.0,11.33,124.65,487.25,52.78
27/3/20,881.5,346.0,26.85,323.1,571.25,11.1,115.85,486.75,51.33
30/3/20,882.25,341.25,26.87,325.5,569.5,10.73,119.3,486.75,50.7
31/3/20,886.0,340.75,27.01,321.5,568.75,10.42,119.55,493.0,51.13
1/4/20,862.75,334.75,26.05,314.9,550.25,10.04,116.0,475.0,48.41
2/4/20,858.75,333.5,26.24,309.1,541.75,10.29,119.35,464.0,49.99
3/4/20,854.25,330.75,26.43,303.2,549.25,10.31,114.9,472.0,50.98
6/4/20,855.5,327.75,26.83,297.0,555.75,10.45,116.65,475.75,53.05
7/4/20,854.75,331.5,27.48,293.8,549.25,10.38,119.9,473.25,52.9
8/4/20,854.5,330.0,27.18,292.8,548.25,10.37,119.8,478.0,53.84
9/4/20,863.5,331.75,27.41,292.5,556.5,10.43,118.6,492.0,54.37
13/4/20,854.25,331.5,26.9,288.6,555.0,10.17,119.75,494.0,52.76
14/4/20,847.0,326.0,26.74,287.5,548.75,10.05,117.2,483.75,52.51
15/4/20,842.0,319.25,26.55,292.2,540.25,10.16,120.2,479.5,52.75
16/4/20,836.75,319.75,26.3,291.8,529.75,10.16,118.6,470.0,52.79
17/4/20,832.5,322.25,26.29,288.2,533.5,10.37,116.05,478.75,52.77
20/4/20,826.5,314.25,25.98,285.6,548.75,10.06,113.65,495.25,54.03
21/4/20,830.75,309.25,25.35,289.1,546.75,9.75,109.65,496.75,53.31
22/4/20,834.75,317.5,25.57,288.3,543.0,9.83,110.6,490.0,56.28
23/4/20,839.25,319.25,25.61,288.7,547.0,9.84,111.05,485.5,56.88
24/4/20,832.25,315.75,25.05,287.7,526.75,9.73,105.2,474.75,54.93
27/4/20,829.0,305.5,24.99,285.3,521.0,9.21,104.6,470.5,53.93
28/4/20,826.0,302.75,25.3,281.8,526.75,9.34,105.7,474.5,56.18
29/4/20,831.75,304.5,25.78,283.2,519.5,9.76,103.65,467.75,58.02
30/4/20,850.25,311.5,26.23,289.6,529.75,10.39,104.65,482.25,58.06
1/5/20,847.25,311.5,26.14,287.4,521.5,10.97,104.45,482.0,56.56
4/5/20,834.0,310.75,25.8,283.3,524.25,10.4,105.55,483.75,55.0
5/5/20,838.25,313.0,25.97,284.8,525.5,10.78,108.85,483.0,53.91
6/5/20,830.5,311.75,25.52,283.1,524.75,10.27,109.35,476.5,54.83
7/5/20,841.5,316.0,25.94,283.6,529.0,10.33,107.45,477.5,55.39
8/5/20,848.75,319.0,26.23,286.7,529.5,10.29,110.1,504.0,56.27
11/5/20,852.25,318.5,26.19,286.3,524.75,10.12,108.95,496.0,56.63
12/5/20,849.25,323.75,25.98,288.6,521.75,10.25,105.6,483.5,58.34
13/5/20,836.0,320.25,25.63,285.2,510.5,10.26,103.55,458.0,57.46
14/5/20,835.25,320.25,25.92,285.2,510.5,10.46,104.9,458.0,57.85
15/5/20,838.5,319.25,26.58,287.5,500.25,10.38,104.8,452.25,58.25
18/5/20,845.0,320.75,27.32,285.1,497.0,10.8,105.7,446.25,57.8
19/5/20,842.5,321.25,27.09,284.6,498.75,10.85,107.05,441.5,59.2
20/5/20,846.75,319.5,27.36,285.5,513.75,11.19,105.65,453.25,58.21
21/5/20,835.0,317.75,27.11,282.5,516.0,10.98,104.75,454.5,58.06
22/5/20,833.25,318.0,26.64,284.1,508.75,10.93,103.6,444.5,57.61
25/5/20,833.25,318.0,26.64,284.1,508.75,10.93,103.6,444.5,57.61
26/5/20,847.0,319.0,27.27,283.9,506.75,11.05,105.1,447.25,58.23
27/5/20,848.5,320.5,27.6,282.0,504.5,10.8,102.5,451.75,58.34
28/5/20,847.0,327.5,27.39,284.3,514.5,10.8,99.1,464.0,57.57
29/5/20,840.75,325.75,27.38,283.2,520.75,10.91,96.3,470.5,57.59
1/6/20,840.5,323.25,27.6,283.1,515.25,11.0,98.3,462.5,60.06
2/6/20,850.5,324.25,27.94,283.7,508.0,11.22,98.2,450.75,60.37
3/6/20,857.5,324.0,27.86,286.3,512.0,11.62,99.1,457.75,60.48
4/6/20,867.75,329.0,27.82,289.8,523.75,11.73,98.15,472.25,60.0
5/6/20,867.75,331.25,28.14,289.1,515.25,12.02,98.9,461.25,61.79
8/6/20,864.75,333.75,28.1,288.4,511.5,11.94,98.9,460.5,60.81
9/6/20,863.25,327.5,28.23,287.1,504.5,12.0,97.8,457.75,60.52
10/6/20,865.5,326.25,28.0,288.8,506.25,12.23,96.75,457.5,60.51
11/6/20,866.0,329.75,27.5,289.7,499.25,11.94,96.0,447.0,60.02
12/6/20,871.25,330.0,27.5,289.0,502.0,11.87,95.2,448.5,59.84
15/6/20,869.0,329.25,27.74,288.4,504.75,12.04,94.0,445.75,59.01
16/6/20,867.0,329.0,27.99,287.9,496.0,12.19,93.65,438.25,60.07
17/6/20,871.25,330.25,28.1,287.8,488.75,12.11,96.25,432.5,61.34
18/6/20,873.0,331.0,28.06,288.8,483.5,11.89,94.6,428.5,61.17
19/6/20,876.5,332.5,28.52,287.0,481.25,12.05,93.75,428.25,61.56
22/6/20,876.25,328.25,28.35,286.5,485.0,11.92,95.95,431.25,62.52
23/6/20,875.0,325.0,28.17,286.3,486.0,11.79,96.25,435.0,63.04
24/6/20,870.75,324.25,27.65,286.7,481.25,11.75,96.65,431.25,61.66
25/6/20,869.25,317.25,27.54,285.5,486.75,11.81,94.85,429.75,61.81
26/6/20,865.0,317.0,27.2,282.1,474.0,11.55,95.65,421.25,60.55
29/6/20,866.5,326.25,27.62,280.5,485.5,11.71,98.65,428.75,59.62
30/6/20,884.25,338.5,27.98,286.3,490.0,11.84,100.05,435.5,60.98
1/7/20,893.75,348.25,28.21,292.7,498.75,12.17,103.05,442.5,62.58
2/7/20,892.5,342.5,27.96,293.5,490.0,12.24,102.25,427.25,63.05
3/7/20,892.5,342.5,27.96,293.5,490.0,12.24,102.25,427.25,63.05
6/7/20,898.5,346.5,28.42,295.4,489.5,11.93,97.2,432.75,63.07
7/7/20,895.25,345.0,28.76,293.3,492.25,12.18,99.25,436.0,63.24
8/7/20,894.75,348.25,28.46,291.6,517.5,12.08,98.95,452.0,64.66
9/7/20,898.25,351.25,28.19,295.1,526.25,11.84,97.7,452.0,63.34
10/7/20,891.5,340.5,28.11,290.8,535.75,11.76,96.15,447.25,64.71
13/7/20,876.5,334.0,27.97,283.1,524.75,11.58,97.4,440.5,63.75
14/7/20,882.25,334.75,28.48,283.7,524.75,11.32,96.7,438.25,62.69
15/7/20,886.25,326.25,28.8,285.8,550.75,11.82,95.95,459.5,62.59
16/7/20,893.5,330.25,29.27,287.0,535.25,11.79,97.1,448.75,62.88
17/7/20,898.0,333.0,29.92,286.5,534.75,11.73,101.05,448.75,62.01
20/7/20,903.0,328.25,29.93,288.6,522.0,11.72,98.5,435.0,62.99
21/7/20,896.5,322.75,30.07,285.6,527.75,11.67,100.5,442.5,62.91
22/7/20,899.25,327.5,29.93,286.6,534.5,11.86,108.35,448.5,62.74
23/7/20,906.25,328.0,29.79,290.4,529.5,11.77,107.5,441.25,61.68
24/7/20,904.75,326.25,29.8,290.8,539.5,11.49,108.4,449.5,59.96
27/7/20,906.5,325.0,29.6,292.5,527.75,12.12,110.4,439.5,60.69
28/7/20,896.75,320.0,29.42,288.9,523.5,12.01,109.65,436.75,60.59
29/7/20,891.5,315.5,29.67,286.9,532.75,12.01,111.6,445.75,61.03
30/7/20,891.75,315.75,29.98,289.8,529.5,12.11,115.35,440.0,62.82
31/7/20,897.5,316.0,30.91,289.3,531.25,12.64,118.95,442.5,62.3
3/8/20,897.5,317.5,31.67,287.1,521.0,12.72,117.9,430.75,63.53
4/8/20,883.75,308.25,31.53,283.7,508.25,12.78,121.05,422.25,63.93
5/8/20,882.0,311.0,31.7,282.3,510.75,12.54,121.55,426.5,64.36
6/8/20,880.75,311.25,31.52,280.7,501.25,12.94,117.0,417.25,64.41
7/8/20,870.25,307.75,31.35,280.0,495.5,12.67,115.45,415.5,61.88
10/8/20,876.5,310.5,31.19,282.2,491.0,12.55,112.6,414.0,62.34
11/8/20,878.0,311.5,31.06,282.0,495.0,12.74,111.35,416.75,63.03
12/8/20,890.5,314.5,32.0,282.2,491.25,12.84,112.05,417.75,61.84
13/8/20,907.25,325.25,31.6,290.1,496.75,13.11,116.2,425.0,62.43
14/8/20,903.5,324.5,31.53,289.7,500.0,13.1,114.7,425.25,62.29
17/8/20,912.5,331.0,31.3,298.3,516.5,13.06,115.55,437.25,62.62
18/8/20,912.0,327.0,31.58,296.2,507.5,12.89,119.3,430.0,62.39
19/8/20,912.5,325.0,31.67,295.7,512.0,13.24,118.45,437.5,63.21
20/8/20,903.0,324.5,31.3,293.8,519.5,13.01,118.55,441.5,63.92
21/8/20,900.75,327.0,31.41,290.2,527.25,12.83,120.1,445.75,63.73
24/8/20,899.75,331.75,31.66,289.1,520.75,12.71,120.25,435.25,65.16
25/8/20,913.75,340.75,31.98,291.6,527.25,12.76,123.2,444.25,64.98
26/8/20,919.5,340.5,32.24,291.5,532.0,12.58,122.8,450.25,64.98
27/8/20,937.25,344.25,33.31,294.9,542.5,12.77,122.95,460.75,64.76
28/8/20,950.5,346.0,33.39,301.6,539.25,12.6,127.1,461.75,64.37
31/8/20,951.25,348.5,32.96,304.6,544.25,12.66,129.8,470.5,64.41
1/9/20,955.0,349.5,33.12,302.8,555.75,12.6,131.9,483.5,64.66
2/9/20,962.5,349.75,33.67,302.3,547.75,12.44,131.5,476.75,64.18
3/9/20,968.75,344.5,33.47,305.2,543.25,12.07,131.6,475.0,63.56
4/9/20,969.5,347.25,33.08,309.8,539.75,11.93,134.8,474.5,64.12
7/9/20,969.5,347.25,33.08,309.8,539.75,11.93,134.8,474.5,64.12
8/9/20,973.0,351.0,33.57,307.2,533.25,12.04,132.8,471.5,63.19
9/9/20,979.75,350.0,33.21,310.9,534.0,12.03,129.65,473.25,63.35
10/9/20,985.0,357.25,33.13,311.1,540.0,11.91,132.5,476.25,63.96
11/9/20,1005.5,365.0,33.74,318.4,533.75,11.92,133.35,473.5,64.06
14/9/20,1019.25,357.5,34.28,316.2,548.5,11.76,123.55,474.75,65.46
15/9/20,991.5,366.0,34.08,314.3,538.25,12.08,122.2,468.0,65.39
16/9/20,1011.25,371.75,34.94,320.8,542.0,12.35,120.55,475.0,64.97
17/9/20,1028.5,375.25,34.91,330.4,556.25,12.62,118.1,487.5,64.35
18/9/20,1043.5,378.5,35.23,337.4,575.0,12.77,113.6,504.25,64.16
21/9/20,1022.5,369.75,34.27,333.4,554.75,12.55,112.0,487.25,63.74
22/9/20,1019.75,369.25,33.67,337.3,558.0,12.89,110.65,491.75,63.84
23/9/20,1014.5,368.5,32.69,342.1,549.0,12.82,110.5,484.25,63.76
24/9/20,1000.0,363.5,32.36,333.8,549.75,12.84,111.15,483.0,63.97
25/9/20,1002.5,365.25,32.84,336.9,544.25,13.0,113.65,475.25,64.66
28/9/20,996.25,366.75,33.29,332.6,550.25,12.59,109.55,482.75,64.4
29/9/20,993.0,364.75,32.87,327.3,549.5,12.99,109.55,476.0,64.0
30/9/20,1023.5,379.0,33.37,339.7,578.0,13.07,110.95,509.75,64.49
1/10/20,1023.5,382.75,32.65,345.0,570.25,13.58,107.05,506.5,64.61
2/10/20,1020.75,379.75,31.94,349.4,573.25,13.55,108.95,509.5,64.52
5/10/20,1021.5,379.5,32.81,343.6,584.25,13.61,107.2,524.25,64.73
6/10/20,1044.0,385.0,33.29,354.3,592.75,13.88,107.65,534.25,65.56
7/10/20,1051.0,388.75,33.31,361.0,607.5,14.14,109.6,544.5,66.29
8/10/20,1050.0,387.0,33.24,359.2,595.25,14.17,110.25,528.75,66.19
9/10/20,1065.5,395.0,34.15,363.1,593.75,14.23,111.55,535.5,67.64
12/10/20,1033.75,389.0,33.14,356.7,594.25,13.84,109.15,530.5,68.37
13/10/20,1044.0,391.25,33.72,358.5,594.0,14.01,110.1,531.25,68.83
14/10/20,1056.25,396.5,33.72,358.4,596.75,14.2,109.6,535.25,68.93
15/10/20,1062.25,403.75,33.17,372.1,618.25,14.18,109.5,558.0,69.22
16/10/20,1050.0,402.0,32.99,367.5,625.25,14.43,107.25,558.75,69.92
19/10/20,1054.25,405.25,32.53,373.2,627.0,14.72,106.05,563.0,71.16
20/10/20,1064.0,408.75,33.31,371.9,632.0,14.54,104.9,571.0,71.02
21/10/20,1072.0,413.75,33.2,378.8,629.75,14.5,104.15,569.75,71.04
22/10/20,1073.75,416.25,33.69,382.4,622.75,14.78,106.7,560.25,71.94
23/10/20,1083.75,419.25,34.11,386.4,632.75,14.72,105.6,569.75,71.29
26/10/20,1087.75,417.75,34.46,389.6,620.0,14.77,106.65,552.0,72.11
27/10/20,1082.25,416.0,34.11,384.0,615.75,14.83,106.95,549.25,72.03
28/10/20,1057.25,401.5,33.42,376.7,608.75,14.89,105.0,543.25,70.17
29/10/20,1051.75,398.5,33.06,376.9,603.75,14.4,104.6,542.0,69.82
30/10/20,1056.5,398.5,33.61,378.6,598.5,14.36,104.4,541.25,68.92
2/11/20,1050.75,397.5,33.19,375.1,607.5,14.97,102.8,553.0,68.73
3/11/20,1059.0,401.0,33.78,377.2,608.0,14.72,103.45,557.0,70.24
4/11/20,1079.0,405.25,34.39,385.7,606.0,14.65,103.0,559.75,70.23
5/11/20,1101.75,409.25,35.47,387.8,609.25,14.48,105.95,563.0,70.07
6/11/20,1098.5,406.75,35.34,382.4,602.0,14.91,106.95,555.25,68.62
9/11/20,1105.0,407.5,35.48,384.1,597.5,14.88,106.85,552.5,70.0
10/11/20,1138.25,423.0,36.06,394.8,608.5,14.68,107.3,561.5,69.85
11/11/20,1143.25,417.25,37.13,392.7,598.0,14.49,109.1,554.25,69.28
12/11/20,1137.0,408.25,37.05,388.1,588.25,14.92,110.1,544.0,68.48
13/11/20,1141.5,410.5,37.13,388.1,593.5,14.96,109.25,552.0,68.46
16/11/20,1153.5,416.25,37.43,389.3,598.0,15.47,115.65,558.0,69.57
17/11/20,1169.75,420.25,37.5,395.8,595.25,15.31,116.2,552.5,69.11
18/11/20,1175.75,425.75,38.46,394.9,597.75,15.45,119.75,557.75,69.68
19/11/20,1177.5,422.5,38.81,393.7,591.75,15.28,120.65,548.75,69.32
20/11/20,1181.0,423.25,38.66,394.7,593.25,15.21,115.5,550.25,70.88
23/11/20,1191.5,426.5,38.55,394.9,598.75,15.15,114.45,551.25,72.15
24/11/20,1191.25,425.75,38.06,398.3,611.25,15.04,113.15,561.0,71.53
25/11/20,1184.0,420.0,38.18,396.9,588.25,14.77,114.5,543.75,70.8
26/11/20,1184.0,420.0,38.18,396.9,588.25,14.77,114.5,543.75,70.8
27/11/20,1191.75,425.5,38.7,398.5,596.5,14.82,121.7,561.5,71.68
30/11/20,1168.5,419.75,37.88,393.1,580.25,14.51,120.7,545.75,70.59
1/12/20,1162.0,414.75,37.4,393.5,565.5,14.51,115.65,537.5,70.59
2/12/20,1153.0,419.0,37.47,389.5,578.0,14.6,116.85,550.5,69.99
3/12/20,1168.25,422.5,38.68,392.8,571.75,14.71,117.65,545.0,69.42
4/12/20,1163.0,417.0,39.19,388.8,566.5,14.44,115.35,541.25,69.86
7/12/20,1158.5,419.5,38.87,386.5,571.25,14.45,116.95,542.5,70.63
8/12/20,1145.75,417.0,38.28,381.7,563.75,14.39,117.1,536.25,70.18
9/12/20,1158.5,422.0,38.76,384.4,577.0,14.97,114.9,550.25,73.05
10/12/20,1152.75,420.25,38.96,381.0,590.25,14.66,118.55,562.75,74.26
11/12/20,1160.5,424.25,39.58,384.1,608.25,14.43,119.1,579.0,74.08
14/12/20,1169.5,419.25,40.11,380.8,593.5,14.12,123.55,579.0,74.67
15/12/20,1184.25,424.75,39.19,388.2,599.75,14.21,123.1,566.0,75.59
16/12/20,1183.75,427.25,39.05,394.5,598.5,14.49,125.05,561.5,75.65
17/12/20,1201.25,432.5,39.93,397.9,608.75,14.68,125.05,570.0,77.19
18/12/20,1220.0,437.5,40.07,405.5,608.25,14.44,123.7,569.25,77.16
21/12/20,1243.25,440.0,39.96,412.3,611.25,14.53,124.3,574.5,74.76
22/12/20,1247.25,443.5,40.55,415.0,617.0,14.54,124.2,579.25,74.82
23/12/20,1258.75,447.25,41.35,421.2,629.75,14.83,124.55,588.0,76.14
24/12/20,1263.5,451.0,41.84,416.8,627.0,14.9,125.95,589.0,76.2
28/12/20,1255.25,456.5,41.72,415.3,614.25,14.98,123.35,577.0,76.35
29/12/20,1295.5,466.0,42.48,427.0,618.5,15.04,125.4,585.0,77.01
30/12/20,1303.75,474.5,42.67,432.4,640.75,15.28,125.4,601.25,77.97
31/12/20,1315.25,484.0,43.33,434.4,640.5,15.49,128.25,603.5,78.12
4/1/21,1316.5,483.75,42.93,427.2,642.0,15.76,126.15,599.5,78.97
5/1/21,1350.0,491.75,44.36,435.4,654.0,16.12,125.1,609.25,80.35
6/1/21,1365.25,495.0,44.39,443.3,647.5,16.25,120.9,603.5,80.06
7/1/21,1360.5,494.0,44.35,438.0,642.25,15.6,121.1,598.5,79.76
8/1/21,1375.75,496.25,43.76,444.8,638.75,15.6,123.7,594.75,79.77
11/1/21,1374.5,492.25,43.13,451.8,634.75,15.67,121.45,594.0,80.43
12/1/21,1422.0,517.25,43.13,471.2,665.0,15.46,121.4,622.5,81.7
13/1/21,1411.0,524.5,42.68,462.4,660.5,15.84,125.25,625.75,80.92
14/1/21,1436.5,534.25,43.27,464.9,670.0,16.67,127.35,636.5,81.15
15/1/21,1416.75,531.5,41.85,463.2,675.5,16.45,128.15,643.0,80.7
18/1/21,1416.75,531.5,41.85,463.2,675.5,16.45,128.15,643.0,80.7
19/1/21,1385.75,526.0,41.7,450.5,672.25,16.1,127.15,644.0,81.15
20/1/21,1369.5,522.0,42.54,442.4,667.75,16.27,125.2,637.0,81.59
21/1/21,1370.25,524.25,43.43,438.2,660.75,16.05,126.45,635.75,82.57
22/1/21,1311.75,500.5,42.27,421.6,634.5,15.87,124.05,613.25,81.56
25/1/21,1343.5,511.5,42.94,429.6,648.5,15.74,123.25,627.25,82.33
26/1/21,1370.25,532.25,43.91,436.5,665.25,15.74,124.5,641.0,81.71
27/1/21,1374.75,534.0,44.52,436.6,658.25,15.8,125.5,636.75,80.84
28/1/21,1353.25,534.5,44.65,427.1,647.0,15.59,124.0,626.0,79.93
29/1/21,1370.0,547.0,44.62,431.0,663.0,15.83,122.95,638.0,80.64
1/2/21,1365.25,549.25,44.97,430.5,651.0,16.15,125.35,625.25,80.03
2/2/21,1354.75,543.0,44.32,428.0,644.75,16.29,123.4,619.0,80.69
3/2/21,1371.25,552.0,44.48,435.5,648.25,16.04,123.95,625.5,80.99
4/2/21,1372.5,550.0,44.94,433.1,637.5,16.05,124.05,618.75,84.28
5/2/21,1366.75,548.5,44.66,430.5,641.25,16.42,124.5,625.25,82.74
8/2/21,1387.75,563.75,45.63,436.6,655.75,16.27,124.1,639.5,84.28
9/2/21,1401.75,556.25,46.52,438.7,649.5,16.44,122.95,633.5,86.93
10/2/21,1354.0,534.5,45.69,422.3,635.5,16.71,121.1,614.0,84.67
11/2/21,1367.5,541.0,45.63,428.9,633.5,16.55,121.2,611.0,86.41
12/2/21,1372.0,538.75,46.04,427.2,636.75,16.38,121.15,616.75,87.27
15/2/21,1372.0,538.75,46.04,427.2,636.75,16.38,121.15,616.75,87.27
16/2/21,1384.75,552.25,47.27,428.4,657.5,16.73,124.35,637.5,88.12
17/2/21,1383.75,553.0,46.77,431.7,644.0,16.96,125.7,624.5,88.36
18/2/21,1375.0,550.25,46.91,425.9,662.5,17.51,127.6,636.75,88.73
19/2/21,1377.25,542.75,47.55,424.3,650.75,17.79,127.5,631.75,88.95
22/2/21,1383.75,551.0,47.9,423.1,664.0,18.78,133.45,644.5,90.91
23/2/21,1406.0,553.75,49.26,426.5,665.75,18.41,136.85,641.0,91.37
24/2/21,1423.75,559.25,51.14,428.3,680.25,18.16,135.65,656.0,92.33
25/2/21,1406.0,554.75,50.96,424.1,671.75,17.84,139.2,644.25,88.24
26/2/21,1405.25,555.5,51.34,423.2,655.0,17.53,136.85,624.75,87.82
1/3/21,1392.5,547.5,50.77,420.2,643.75,16.21,135.15,614.25,90.26
2/3/21,1414.0,560.75,51.27,423.3,663.25,16.43,133.2,627.0,89.44
3/3/21,1410.75,550.25,51.35,420.2,652.0,16.14,131.15,617.5,86.9
4/3/21,1415.25,546.25,52.38,418.1,649.75,16.26,128.4,612.75,85.59
5/3/21,1434.25,562.0,53.38,420.0,654.0,16.4,128.75,617.25,86.21
8/3/21,1437.75,565.0,54.06,418.3,646.5,16.2,129.05,613.25,86.77
9/3/21,1441.25,562.0,55.15,419.2,656.5,15.9,128.9,618.0,82.77
10/3/21,1411.5,547.75,55.36,410.1,650.75,15.96,129.35,608.0,85.22
11/3/21,1415.5,555.0,56.46,402.0,636.25,16.36,131.8,595.75,88.35
12/3/21,1415.75,549.25,56.89,396.3,631.75,16.13,132.45,595.0,87.56
15/3/21,1419.5,549.5,55.09,407.4,645.0,16.12,131.45,606.75,86.72
16/3/21,1423.25,554.25,55.09,406.1,647.0,16.3,133.8,608.25,86.92
17/3/21,1417.75,558.0,54.6,404.9,640.0,15.99,132.85,601.0,86.51
18/3/21,1392.25,546.5,53.52,398.2,630.5,15.89,126.4,587.0,85.45
19/3/21,1416.25,557.75,53.87,407.9,627.0,15.76,125.45,585.5,84.68
22/3/21,1417.5,549.0,56.37,396.6,627.25,15.53,130.1,578.25,84.62
23/3/21,1423.25,551.25,57.02,398.8,634.75,15.43,127.6,582.0,83.53
24/3/21,1432.75,553.25,57.48,401.0,624.75,15.63,126.5,576.25,82.44
25/3/21,1414.25,546.5,54.98,404.6,612.5,15.09,126.6,566.75,78.44
26/3/21,1400.5,552.5,52.48,404.0,613.25,15.19,128.5,568.25,80.38
29/3/21,1393.0,546.75,52.96,398.1,616.75,14.92,127.05,569.5,80.49
30/3/21,1366.75,539.25,50.46,398.2,601.75,14.92,122.6,558.5,80.64
31/3/21,1436.75,564.25,52.92,423.2,618.0,14.77,123.5,575.75,80.88
1/4/21,1402.0,559.75,52.13,410.2,611.0,14.71,121.6,565.0,77.95
2/4/21,1402.0,559.75,52.13,410.2,611.0,14.71,121.6,565.0,77.95
5/4/21,1412.75,553.25,52.81,406.3,618.0,14.84,122.1,563.0,77.88
6/4/21,1418.75,554.25,53.92,406.4,615.5,15.16,126.85,555.5,79.22
7/4/21,1408.75,560.5,52.85,409.1,616.25,15.14,126.75,563.25,79.5
8/4/21,1415.25,579.75,53.38,406.8,628.75,15.18,127.85,576.5,81.41
9/4/21,1403.0,577.25,52.85,401.2,638.75,15.46,127.25,586.5,82.4
12/4/21,1382.0,569.0,51.45,401.9,628.0,15.35,128.1,579.0,80.14
13/4/21,1389.5,580.0,53.03,395.0,629.75,15.43,130.05,584.75,81.82
14/4/21,1410.0,594.0,54.24,398.2,648.0,15.86,132.1,603.5,84.2
15/4/21,1418.25,590.0,54.89,401.9,653.75,16.38,132.7,607.75,85.02
16/4/21,1433.25,585.5,56.33,402.2,652.5,16.72,129.15,609.25,83.71
19/4/21,1449.75,592.0,56.27,407.5,652.25,16.29,129.85,612.0,83.26
20/4/21,1472.0,606.5,58.32,410.4,659.75,16.77,132.45,620.75,83.77
21/4/21,1497.25,625.5,60.19,412.3,673.25,16.94,132.2,630.75,84.83
22/4/21,1533.25,650.5,62.52,422.0,710.25,16.92,134.3,667.5,84.64
23/4/21,1539.75,655.5,62.71,422.4,710.25,16.91,136.85,673.25,87.51
26/4/21,1569.0,680.5,65.21,428.8,739.5,17.17,141.75,701.75,87.86
27/4/21,1549.75,695.5,66.45,425.5,733.75,17.94,144.35,704.25,90.07
28/4/21,1557.75,686.25,68.95,421.3,725.25,17.3,144.3,689.25,88.74
29/4/21,1542.5,702.0,65.99,422.6,737.5,17.08,141.4,688.5,85.89
30/4/21,1571.0,740.0,68.46,426.0,742.5,17.44,139.95,698.25,87.43
3/5/21,1560.25,732.25,68.31,416.2,725.5,16.73,138.75,682.5,87.21
4/5/21,1577.0,744.75,67.95,423.5,737.0,17.12,138.9,691.0,86.17
